id,Tau binding,Amyloid-beta binding,Calcium homeostasis,Zinc ion binding,mRNA binding,rRNA binding,Ubiquitin regulation,Oxidoreduction,NADH dehydrogenase,Camptothecin,Dactinomycin,Niclosamide,Parthenolide,Teniposide
CDC42EP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IPCEF1,False,False,False,False,False,False,False,False,False,True,True,False,True,False
PIEZO2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATP1B3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FRYL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
H2AFZ,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SIX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRDX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAFB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC9A3R1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AHSP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PABPC3,False,False,False,False,False,False,False,False,False,True,False,False,True,True
IFITM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RREB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ST6GALNAC5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FIS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST1H2BF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
WWTR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DENND3,False,False,False,False,False,False,False,False,False,True,False,False,True,True
MRPS12,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CSGALNACT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD48,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRELP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYP27B1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
WARS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CUTA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TRIL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC7A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NACC2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATP6V1E1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ABCB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MYL6B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MNDA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HPSE,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC19A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AOX1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MARCKS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STXBP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NINJ2,False,False,False,False,False,False,False,False,False,True,False,True,False,True
CIDEC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RAB31,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NDE1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PCDH7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KLK6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BCL3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FAM189A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GIMAP5,False,False,False,False,False,False,False,False,False,True,False,True,True,False
RCN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TCEAL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HES1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PPP1R3C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RGS20,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL4A6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALDH3B1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL36,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MLC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FXYD3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NXT2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDK1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GPM6A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERPINB9,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGFR3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KCNS3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MXRA8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UXT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POMP,False,False,False,False,False,False,False,False,False,True,True,False,True,True
GPC3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KRT8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NMI,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZNF467,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SEMA3A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLIN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSAP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL4R,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LCK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL6A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERPINH1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SYNJ2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOD3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGHM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GPNMB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGFR2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MRPL23,False,False,False,False,False,False,False,False,False,True,True,True,True,True
F3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPLP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VAV3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LST1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLEC7A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLA-DRA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
G0S2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GBP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARAP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARHGAP15,False,False,False,False,False,False,False,False,False,True,True,True,True,False
CCL8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TTLL7,False,False,False,False,False,False,False,False,False,True,False,False,False,False
PLEKHB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OSMR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL22,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UST,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NDRG1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IER3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CES1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GIMAP6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SORBS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LY6D,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FKBP5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EID1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MCAM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ADAM12,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PCDH9,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PCSK6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AIM2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CCR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD1D,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLMN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
STK32B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EDNRA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HMOX1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HAMP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL4,False,False,False,False,False,False,False,False,False,True,False,True,True,True
HEG1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HSPE1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLCL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NKX3-1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HPX,False,False,False,False,False,False,False,False,False,True,False,False,False,False
TGFB1I1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COX7A2,False,False,False,False,False,False,False,False,False,True,True,False,True,True
SNTB1,False,False,False,False,False,False,False,False,False,True,True,False,True,False
TFPT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
P2RY13,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RUNX3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MRPL17,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZIC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DCTPP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAP1B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EEF1A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ETV1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
INPP5D,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SELE,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ANGPT2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EDN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NCF2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NPTX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IFI30,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DKK2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SH3TC1,False,False,False,False,False,False,False,False,False,True,False,True,True,True
KLF2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITGB3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EGR4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CBX6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ADIPOR2,False,False,False,False,False,False,False,False,False,True,True,False,True,True
DDT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC17A7,False,False,False,False,False,False,False,False,False,True,True,True,True,False
CIDEB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KIF1A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VIM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SFN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KIFC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LPAR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL1RN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HBE1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC12A7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CPE,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CPM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL18,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SEMA6A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SST,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ANGPTL4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GIMAP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LRP10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACPP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITGA6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HTRA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NAMPT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LIPG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KIT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOX9,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IKZF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDE4D,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DOCK4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PHGDH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OPCML,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CENPM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGF13,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LTBP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMEM204,False,False,False,False,False,False,False,False,False,True,True,True,True,True
APOL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
UTRN,False,False,False,False,False,False,False,False,False,True,False,True,True,False
LRRC32,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NXN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ATP10B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALDH4A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MRPL24,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NTM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL21A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EMP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NR4A2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MLLT11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GSTM1,False,False,False,False,False,False,False,False,False,True,True,True,True,False
CSTA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CPVL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SOX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IRAK3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PRR16,False,False,False,False,False,False,False,False,False,True,False,True,True,False
GADD45G,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OPHN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FLI1,False,False,False,False,False,False,False,False,False,True,True,True,False,True
NOS3,False,False,False,False,False,False,False,False,False,True,True,True,True,False
ACACB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GFAP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ID4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC1A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GZMK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSMB6,False,False,False,False,False,False,False,False,False,True,False,True,True,True
PTPRC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MRPL40,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NDUFB11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MYO10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RHOD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PON2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ID3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDZK1IP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PAWR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLA-DMB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
S100A4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DBI,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FCER1G,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NPL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MSX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
YWHAH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FAT4,False,False,False,False,False,False,False,False,False,True,False,False,True,False
LILRB4,False,False,False,False,False,False,False,False,False,True,False,False,False,True
DUSP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDC45,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLEK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CSPG4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARL6IP4,False,False,False,False,False,False,False,False,False,True,True,False,True,False
HS3ST3A1,False,False,False,False,False,False,False,False,False,True,False,True,True,True
STOM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CASP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NME1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNFRSF12A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ASPA,False,False,False,False,False,False,False,False,False,True,False,True,True,True
LY96,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NKG7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RHOH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KDR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DLGAP5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DYNLRB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TREM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLX,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DCTN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL6A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FOS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HOMER1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RNASET2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST1H2AG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TBL1X,False,False,False,False,False,False,False,False,False,True,True,True,True,True
COL2A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTGS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MUC5B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KCNE4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PDLIM5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ADM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ENO2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RAB13,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMEM63A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BGN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SAMSN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ADAMTS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FZD10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NEIL3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RHOG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CSF1R,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTGDS,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VSIG4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FGF2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NUDT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EDF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IFI6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ST18,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CST7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL1RL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL1R2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KLK7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC47A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KRT81,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GTSE1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RARRES2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARHGAP25,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ENDOG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MIA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GJA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IFI16,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NDNF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPS17,False,False,False,False,False,False,False,False,False,True,False,False,True,True
LRRC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LPAR2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LSP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACTA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD300A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ELF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LAMP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALDH1A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZWINT,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYTIP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RNASE2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EYA2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TCEAL4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYP21A2,False,False,False,False,False,False,False,False,False,True,False,True,True,True
METRN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HMG20B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BAG3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSMB8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HSPB2,False,False,False,False,False,False,False,False,False,True,False,True,True,True
SSR4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PTMA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLCB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGFBP6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GSTA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FLNC,False,False,False,False,False,False,False,False,False,True,False,False,False,False
PTTG1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLIC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LAMB2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GZMB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GAS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IRF8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLCO2B1,False,False,False,False,False,False,False,False,False,True,True,True,True,False
TFEC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ENC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CDK2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNFRSF11B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NDUFA13,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC43A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GPR65,False,False,False,False,False,False,False,False,False,True,True,True,True,True
YAP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DCXR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC16A5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SNRPG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FOXJ1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
FCGR1B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POLR2K,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GSTP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MITF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ISYNA1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IGFBP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ETFB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PAX6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PIP4K2A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LCN2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GUK1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CEBPD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FABP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POSTN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TRIP10,False,False,False,False,False,False,False,False,False,True,True,False,False,True
HIST1H2BC,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LAGE3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
EPPK1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BATF,False,False,False,False,False,False,False,False,False,True,True,False,False,False
EGLN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PAMR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NR4A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SPHK1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TPPP3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VAMP2,False,False,False,False,False,False,False,False,False,True,True,True,True,False
GAL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PON3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
A2M,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TSC22D4,False,False,False,False,False,False,False,False,False,True,False,False,False,False
LILRA2,False,False,False,False,False,False,False,False,False,True,True,False,True,False
UQCRFS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITPKB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
POLR2I,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FCGR2A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HSPB7,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MSX1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ZEB2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MBP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ADCY2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GMFG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACP5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OLFML3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RNASE3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ELN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BPI,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FXYD1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL15,False,False,False,False,False,False,False,False,False,True,False,True,True,True
EPAS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD38,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CFB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NR4A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DST,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ASF1B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MERTK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TNNT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PNP,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SIGIRR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SEMA3B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MFAP4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ICAM2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RGS5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
